date,language,files,lines,code,comments,blanks
"2020-08-31","C#",29,6160,4723,737,700
"2020-08-31","Protocol Buffers",27,5722,2309,2597,816
"2020-08-31","Automake",18,4445,3806,268,371
"2020-08-31","OpenType Feature File",1,3834,3110,1,723
"2020-08-31","Objective-C",48,2997,2157,360,480
"2020-08-31","Batch",50,2939,2342,191,406
"2020-08-31","Ada",10,2840,1681,560,599
"2020-08-31","Dockerfile",81,2699,1924,329,446
"2020-08-31","Happy",2,2650,2267,0,383
"2020-08-31","Meson",13,2511,1774,403,334
"2020-08-31","Visual Studio Solution",27,2267,2250,0,17
"2020-08-31","HLSL",30,2175,1531,286,358
"2020-08-31","SWIG",4,1818,1418,105,295
"2020-08-31","Pascal",5,1569,1114,229,226
"2020-08-31","BASH",26,1384,908,280,196
"2020-08-31","PHP",2,864,513,241,110
"2020-08-31","LLVM",1,793,772,0,21
"2020-08-31","MSBuild",10,680,546,123,11
"2020-08-31","XSL",23,609,512,21,76
"2020-08-31","Elm",2,542,399,32,111
"2020-08-31","Go",2,501,326,112,63
"2020-08-31","PowerShell",5,433,392,17,24
"2020-08-31","Xcode Config",15,410,87,250,73
"2020-08-31","Handlebars",26,340,325,0,15
"2020-08-31","Emacs Lisp",2,338,258,38,42
"2020-08-31","WebAssembly",37,330,252,55,23
"2020-08-31","RPM Specfile",3,217,153,18,46
"2020-08-31","Haxe",2,167,137,5,25
"2020-08-31","VB6",13,151,150,0,1
"2020-08-31","Vim script",2,139,116,16,7
"2020-08-31","Ruby",5,125,103,6,16
"2020-08-31","SQL",2,123,45,56,22
"2020-08-31","Vue",13,100,75,0,25
"2020-08-31","Fish",1,100,68,14,18
"2020-08-31","Pan",4,71,49,4,18
"2020-08-31","Rusty Object Notation",4,59,59,0,0
"2020-08-31","C Shell",1,55,35,7,13
"2020-08-31","Scons",2,51,38,1,12
"2020-08-31","Elixir",1,45,6,39,0
"2020-08-31","TSX",1,41,21,9,11
"2020-08-31","R",1,38,12,18,8
"2020-08-31","D",1,34,8,22,4
"2020-08-31","CoffeeScript",2,24,13,4,7
"2020-08-31","Prolog",1,17,15,0,2
"2020-08-31","Swift",1,9,7,0,2
"2020-08-31","Stylus",1,7,5,0,2
"2020-08-31","Jupyter Notebooks",1,0,0,0,0
"2020-09-14","Total",0,33983360,22304167,8274310,3404883
"2020-09-14","JavaScript",73300,7840974,5217475,1747452,876047
"2020-09-14","C++",11892,5887462,4448767,653187,785508
"2020-09-14","Plain Text",5318,3860731,0,3796227,64504
"2020-09-14","C Header",16044,3705655,2267572,956601,481482
"2020-09-14","C",4129,3012116,2233741,466339,312036
"2020-09-14","Rust",8230,2709673,2339356,135460,234857
"2020-09-14","HTML",75817,2046272,1809552,99611,137109
"2020-09-14","Python",6263,1285396,1011829,85624,187943
"2020-09-14","JSON",1887,1095610,1094739,0,871
"2020-09-14","INI",12660,265379,202042,2010,61327
"2020-09-14","Java",882,246637,158684,62993,24960
"2020-09-14","Assembly",307,194054,160680,15193,18181
"2020-09-14","XML",1150,192540,186760,2437,3343
"2020-09-14","C++ Header",762,170340,135555,18115,16670
"2020-09-14","SVG",4711,166130,139234,19098,7798
"2020-09-14","GNU Style Assembly",282,165197,137651,10399,17147
"2020-09-14","CSS",1473,146065,115869,9068,21128
"2020-09-14","Markdown",1768,126870,0,89501,37369
"2020-09-14","ReStructuredText",906,126730,92199,0,34531
"2020-09-14","YAML",1474,124152,111929,5536,6687
"2020-09-14","Shell",670,85662,60333,14366,10963
"2020-09-14","TypeScript",115,76038,50564,22919,2555
"2020-09-14","Objective-C++",221,74356,53714,8848,11794
"2020-09-14","GLSL",1545,56194,34970,10417,10807
"2020-09-14","Autoconf",426,54274,39993,7340,6941
"2020-09-14","Makefile",519,38547,20346,10817,7384
"2020-09-14","Visual Studio Project",95,34619,34436,183,0
"2020-09-14","TOML",801,26934,19043,4777,3114
"2020-09-14","JSX",138,24798,21422,1014,2362
"2020-09-14","Kotlin",45,19945,15620,1037,3288
"2020-09-14","Perl",62,16982,12077,2363,2542
"2020-09-14","CMake",89,13743,9332,2560,1851
"2020-09-14","FreeMarker",132,12779,10471,0,2308
"2020-09-14","TeX",1,11727,7205,3708,814
"2020-09-14","Sass",65,7949,6446,227,1276
"2020-09-14","Module-Definition",60,6875,5271,1404,200
"2020-09-14","C#",29,6160,4723,737,700
"2020-09-14","Protocol Buffers",27,5722,2309,2597,816
"2020-09-14","Automake",18,4445,3806,268,371
"2020-09-14","OpenType Feature File",1,3834,3110,1,723
"2020-09-14","Objective-C",48,2997,2157,360,480
"2020-09-14","Batch",49,2902,2310,191,401
"2020-09-14","Ada",10,2840,1681,560,599
"2020-09-14","Dockerfile",82,2746,1938,350,458
"2020-09-14","Happy",2,2650,2267,0,383
"2020-09-14","Meson",13,2520,1781,403,336
"2020-09-14","HLSL",30,2275,1616,287,372
"2020-09-14","Visual Studio Solution",27,2267,2250,0,17
"2020-09-14","SWIG",4,1818,1418,105,295
"2020-09-14","Pascal",5,1569,1114,229,226
"2020-09-14","BASH",26,1384,908,280,196
"2020-09-14","PHP",2,864,513,241,110
"2020-09-14","LLVM",1,793,772,0,21
"2020-09-14","MSBuild",10,680,546,123,11
"2020-09-14","XSL",23,609,512,21,76
"2020-09-14","Elm",2,542,399,32,111
"2020-09-14","Go",2,501,326,112,63
"2020-09-14","Rusty Object Notation",10,458,458,0,0
"2020-09-14","PowerShell",5,433,392,17,24
"2020-09-14","Xcode Config",15,410,87,250,73
"2020-09-14","Handlebars",26,339,325,0,14
"2020-09-14","Emacs Lisp",2,338,258,38,42
"2020-09-14","WebAssembly",37,330,252,55,23
"2020-09-14","RPM Specfile",3,217,153,18,46
"2020-09-14","Haxe",2,167,137,5,25
"2020-09-14","VB6",13,151,150,0,1
"2020-09-14","Vim script",2,139,116,16,7
"2020-09-14","Ruby",5,125,103,6,16
"2020-09-14","SQL",2,123,45,56,22
"2020-09-14","Vue",13,100,75,0,25
"2020-09-14","Fish",1,100,68,14,18
"2020-09-14","Pan",5,86,55,7,24
"2020-09-14","C Shell",1,55,35,7,13
"2020-09-14","Scons",2,51,38,1,12
"2020-09-14","Elixir",1,45,6,39,0
"2020-09-14","TSX",1,41,21,9,11
"2020-09-14","R",1,38,12,18,8
"2020-09-14","D",1,34,8,22,4
"2020-09-14","CoffeeScript",2,24,13,4,7
"2020-09-14","Prolog",1,17,15,0,2
"2020-09-14","Swift",1,9,7,0,2
"2020-09-14","Stylus",1,7,5,0,2
"2020-09-14","Jupyter Notebooks",1,0,0,0,0
"2020-10-26","Total",0,36095737,24033004,8483888,3578845
"2020-10-26","JavaScript",76834,8494080,5785959,1795035,913086
"2020-10-26","C++",12929,6278705,4770791,687953,819961
"2020-10-26","Plain Text",5419,3898070,0,3839506,58564
"2020-10-26","C Header",16917,3876830,2364997,1006317,505516
"2020-10-26","C",4188,3127895,2315696,485354,326845
"2020-10-26","Rust",8291,2792147,2406451,141502,244194
"2020-10-26","HTML",80615,2133744,1887671,103111,142962
"2020-10-26","Python",6652,1358397,1070725,92798,194874
"2020-10-26","JSON",1649,1175234,1174334,0,900
"2020-10-26","INI",13810,329775,247009,1901,80865
"2020-10-26","Java",1016,270804,176883,66341,27580
"2020-10-26","C++ Header",753,263020,210683,17559,34778
"2020-10-26","Assembly",316,244661,209746,15959,18956
"2020-10-26","YAML",1615,226811,211283,7028,8500
"2020-10-26","XML",1153,190884,185240,2331,3313
"2020-10-26","GNU Style Assembly",292,179560,150935,10119,18506
"2020-10-26","SVG",4668,164209,137507,18883,7819
"2020-10-26","ReStructuredText",1051,150922,109760,0,41162
"2020-10-26","CSS",1471,143190,113929,9014,20247
"2020-10-26","Markdown",1309,125299,0,90435,34864
"2020-10-26","Shell",660,88052,62309,14624,11119
"2020-10-26","Objective-C++",214,72957,52615,8739,11603
"2020-10-26","WebAssembly",77,67672,67613,25,34
"2020-10-26","TypeScript",137,65883,47066,16085,2732
"2020-10-26","GLSL",1534,56508,35032,10693,10783
"2020-10-26","Autoconf",382,50077,36401,6920,6756
"2020-10-26","Makefile",509,38340,20195,10834,7311
"2020-10-26","TOML",717,27024,19037,4959,3028
"2020-10-26","JSX",135,24472,21129,1031,2312
"2020-10-26","Kotlin",45,22660,17653,1214,3793
"2020-10-26","CMake",130,22164,16315,3472,2377
"2020-10-26","Module-Definition",60,19630,17952,1452,226
"2020-10-26","Visual Studio Project",57,18351,18168,183,0
"2020-10-26","Perl",60,16744,11909,2339,2496
"2020-10-26","FreeMarker",162,14790,12053,0,2737
"2020-10-26","TeX",1,11727,7205,3708,814
"2020-10-26","Sass",67,9568,7802,408,1358
"2020-10-26","Protocol Buffers",33,6372,2531,2849,992
"2020-10-26","C#",20,4545,3844,231,470
"2020-10-26","Automake",16,4065,3507,232,326
"2020-10-26","OpenType Feature File",1,3834,3110,1,723
"2020-10-26","Objective-C",49,3017,2166,369,482
"2020-10-26","Meson",13,2906,2213,342,351
"2020-10-26","Batch",40,2699,2141,190,368
"2020-10-26","Happy",2,2650,2267,0,383
"2020-10-26","Dockerfile",76,2476,1772,296,408
"2020-10-26","BASH",28,2180,1505,391,284
"2020-10-26","SWIG",4,1818,1418,105,295
"2020-10-26","Visual Studio Solution",19,1502,1490,0,12
"2020-10-26","PHP",2,864,513,241,110
"2020-10-26","LLVM",1,793,772,0,21
"2020-10-26","XSL",23,609,512,21,76
"2020-10-26","MSBuild",9,556,412,133,11
"2020-10-26","Elm",2,542,399,32,111
"2020-10-26","Go",2,501,326,112,63
"2020-10-26","PowerShell",6,483,436,17,30
"2020-10-26","HLSL",2,348,203,76,69
"2020-10-26","Emacs Lisp",2,338,258,38,42
"2020-10-26","Xcode Config",9,264,54,169,41
"2020-10-26","Handlebars",19,219,214,0,5
"2020-10-26","RPM Specfile",3,217,153,18,46
"2020-10-26","VB6",13,151,150,0,1
"2020-10-26","Pascal",1,126,98,13,15
"2020-10-26","Ruby",5,125,103,6,16
"2020-10-26","SQL",2,123,45,56,22
"2020-10-26","Fish",1,100,68,14,18
"2020-10-26","C Shell",1,55,35,7,13
"2020-10-26","Rusty Object Notation",3,52,52,0,0
"2020-10-26","Scons",2,51,38,1,12
"2020-10-26","Elixir",1,45,6,39,0
"2020-10-26","TSX",1,41,21,9,11
"2020-10-26","R",1,38,12,18,8
"2020-10-26","Pan",3,35,19,4,12
"2020-10-26","D",1,34,8,22,4
"2020-10-26","CoffeeScript",2,24,13,4,7
"2020-10-26","Nix",2,21,19,0,2
"2020-10-26","Vue",3,20,15,0,5
"2020-10-26","Prolog",1,17,15,0,2
"2020-10-26","Swift",1,9,7,0,2
"2020-10-26","Gherkin (Cucumber)",1,9,6,0,3
"2020-10-26","Stylus",1,7,5,0,2
"2020-11-02","Total",0,36095700,24032355,8484616,3578729
"2020-11-02","JavaScript",76834,8494080,5785959,1795035,913086
"2020-11-02","C++",12929,6278692,4770202,688633,819857
"2020-11-02","Plain Text",5419,3898070,0,3839506,58564
"2020-11-02","C Header",16917,3876806,2364937,1006365,505504
"2020-11-02","C",4188,3127895,2315696,485354,326845
"2020-11-02","Rust",8291,2792147,2406451,141502,244194
"2020-11-02","HTML",80615,2133744,1887671,103111,142962
"2020-11-02","Python",6652,1358397,1070725,92798,194874
"2020-11-02","JSON",1649,1175234,1174334,0,900
"2020-11-02","INI",13810,329775,247009,1901,80865
"2020-11-02","Java",1016,270804,176883,66341,27580
"2020-11-02","C++ Header",753,263020,210683,17559,34778
"2020-11-02","Assembly",316,244661,209746,15959,18956
"2020-11-02","YAML",1615,226811,211283,7028,8500
"2020-11-02","XML",1153,190884,185240,2331,3313
"2020-11-02","GNU Style Assembly",292,179560,150935,10119,18506
"2020-11-02","SVG",4668,164209,137507,18883,7819
"2020-11-02","ReStructuredText",1051,150922,109760,0,41162
"2020-11-02","CSS",1471,143190,113929,9014,20247
"2020-11-02","Markdown",1309,125299,0,90435,34864
"2020-11-02","Shell",660,88052,62309,14624,11119
"2020-11-02","Objective-C++",214,72957,52615,8739,11603
"2020-11-02","WebAssembly",77,67672,67613,25,34
"2020-11-02","TypeScript",137,65883,47066,16085,2732
"2020-11-02","GLSL",1534,56508,35032,10693,10783
"2020-11-02","Autoconf",382,50077,36401,6920,6756
"2020-11-02","Makefile",509,38340,20195,10834,7311
"2020-11-02","TOML",717,27024,19037,4959,3028
"2020-11-02","JSX",135,24472,21129,1031,2312
"2020-11-02","Kotlin",45,22660,17653,1214,3793
"2020-11-02","CMake",130,22164,16315,3472,2377
"2020-11-02","Module-Definition",60,19630,17952,1452,226
"2020-11-02","Visual Studio Project",57,18351,18168,183,0
"2020-11-02","Perl",60,16744,11909,2339,2496
"2020-11-02","FreeMarker",162,14790,12053,0,2737
"2020-11-02","TeX",1,11727,7205,3708,814
"2020-11-02","Sass",67,9568,7802,408,1358
"2020-11-02","Protocol Buffers",33,6372,2531,2849,992
"2020-11-02","C#",20,4545,3844,231,470
"2020-11-02","Automake",16,4065,3507,232,326
"2020-11-02","OpenType Feature File",1,3834,3110,1,723
"2020-11-02","Objective-C",49,3017,2166,369,482
"2020-11-02","Meson",13,2906,2213,342,351
"2020-11-02","Batch",40,2699,2141,190,368
"2020-11-02","Happy",2,2650,2267,0,383
"2020-11-02","Dockerfile",76,2476,1772,296,408
"2020-11-02","BASH",28,2180,1505,391,284
"2020-11-02","SWIG",4,1818,1418,105,295
"2020-11-02","Visual Studio Solution",19,1502,1490,0,12
"2020-11-02","PHP",2,864,513,241,110
"2020-11-02","LLVM",1,793,772,0,21
"2020-11-02","XSL",23,609,512,21,76
"2020-11-02","MSBuild",9,556,412,133,11
"2020-11-02","Elm",2,542,399,32,111
"2020-11-02","Go",2,501,326,112,63
"2020-11-02","PowerShell",6,483,436,17,30
"2020-11-02","HLSL",2,348,203,76,69
"2020-11-02","Emacs Lisp",2,338,258,38,42
"2020-11-02","Xcode Config",9,264,54,169,41
"2020-11-02","Handlebars",19,219,214,0,5
"2020-11-02","RPM Specfile",3,217,153,18,46
"2020-11-02","VB6",13,151,150,0,1
"2020-11-02","Pascal",1,126,98,13,15
"2020-11-02","Ruby",5,125,103,6,16
"2020-11-02","SQL",2,123,45,56,22
"2020-11-02","Fish",1,100,68,14,18
"2020-11-02","C Shell",1,55,35,7,13
"2020-11-02","Rusty Object Notation",3,52,52,0,0
"2020-11-02","Scons",2,51,38,1,12
"2020-11-02","Elixir",1,45,6,39,0
"2020-11-02","TSX",1,41,21,9,11
"2020-11-02","R",1,38,12,18,8
"2020-11-02","Pan",3,35,19,4,12
"2020-11-02","D",1,34,8,22,4
"2020-11-02","CoffeeScript",2,24,13,4,7
"2020-11-02","Nix",2,21,19,0,2
"2020-11-02","Vue",3,20,15,0,5
"2020-11-02","Prolog",1,17,15,0,2
"2020-11-02","Swift",1,9,7,0,2
"2020-11-02","Gherkin (Cucumber)",1,9,6,0,3
"2020-11-02","Stylus",1,7,5,0,2
"2020-11-09","Total",0,36095702,24032306,8484661,3578735
"2020-11-09","JavaScript",76834,8494080,5785959,1795035,913086
"2020-11-09","C++",12929,6278669,4770142,688672,819855
"2020-11-09","Plain Text",5419,3898070,0,3839506,58564
"2020-11-09","C Header",16917,3876831,2364948,1006371,505512
"2020-11-09","C",4188,3127895,2315696,485354,326845
"2020-11-09","Rust",8291,2792147,2406451,141502,244194
"2020-11-09","HTML",80615,2133744,1887671,103111,142962
"2020-11-09","Python",6652,1358397,1070725,92798,194874
"2020-11-09","JSON",1649,1175234,1174334,0,900
"2020-11-09","INI",13810,329775,247009,1901,80865
"2020-11-09","Java",1016,270804,176883,66341,27580
"2020-11-09","C++ Header",753,263020,210683,17559,34778
"2020-11-09","Assembly",316,244661,209746,15959,18956
"2020-11-09","YAML",1615,226811,211283,7028,8500
"2020-11-09","XML",1153,190884,185240,2331,3313
"2020-11-09","GNU Style Assembly",292,179560,150935,10119,18506
"2020-11-09","SVG",4668,164209,137507,18883,7819
"2020-11-09","ReStructuredText",1051,150922,109760,0,41162
"2020-11-09","CSS",1471,143190,113929,9014,20247
"2020-11-09","Markdown",1309,125299,0,90435,34864
"2020-11-09","Shell",660,88052,62309,14624,11119
"2020-11-09","Objective-C++",214,72957,52615,8739,11603
"2020-11-09","WebAssembly",77,67672,67613,25,34
"2020-11-09","TypeScript",137,65883,47066,16085,2732
"2020-11-09","GLSL",1534,56508,35032,10693,10783
"2020-11-09","Autoconf",382,50077,36401,6920,6756
"2020-11-09","Makefile",509,38340,20195,10834,7311
"2020-11-09","TOML",717,27024,19037,4959,3028
"2020-11-09","JSX",135,24472,21129,1031,2312
"2020-11-09","Kotlin",45,22660,17653,1214,3793
"2020-11-09","CMake",130,22164,16315,3472,2377
"2020-11-09","Module-Definition",60,19630,17952,1452,226
"2020-11-09","Visual Studio Project",57,18351,18168,183,0
"2020-11-09","Perl",60,16744,11909,2339,2496
"2020-11-09","FreeMarker",162,14790,12053,0,2737
"2020-11-09","TeX",1,11727,7205,3708,814
"2020-11-09","Sass",67,9568,7802,408,1358
"2020-11-09","Protocol Buffers",33,6372,2531,2849,992
"2020-11-09","C#",20,4545,3844,231,470
"2020-11-09","Automake",16,4065,3507,232,326
"2020-11-09","OpenType Feature File",1,3834,3110,1,723
"2020-11-09","Objective-C",49,3017,2166,369,482
"2020-11-09","Meson",13,2906,2213,342,351
"2020-11-09","Batch",40,2699,2141,190,368
"2020-11-09","Happy",2,2650,2267,0,383
"2020-11-09","Dockerfile",76,2476,1772,296,408
"2020-11-09","BASH",28,2180,1505,391,284
"2020-11-09","SWIG",4,1818,1418,105,295
"2020-11-09","Visual Studio Solution",19,1502,1490,0,12
"2020-11-09","PHP",2,864,513,241,110
"2020-11-09","LLVM",1,793,772,0,21
"2020-11-09","XSL",23,609,512,21,76
"2020-11-09","MSBuild",9,556,412,133,11
"2020-11-09","Elm",2,542,399,32,111
"2020-11-09","Go",2,501,326,112,63
"2020-11-09","PowerShell",6,483,436,17,30
"2020-11-09","HLSL",2,348,203,76,69
"2020-11-09","Emacs Lisp",2,338,258,38,42
"2020-11-09","Xcode Config",9,264,54,169,41
"2020-11-09","Handlebars",19,219,214,0,5
"2020-11-09","RPM Specfile",3,217,153,18,46
"2020-11-09","VB6",13,151,150,0,1
"2020-11-09","Pascal",1,126,98,13,15
"2020-11-09","Ruby",5,125,103,6,16
"2020-11-09","SQL",2,123,45,56,22
"2020-11-09","Fish",1,100,68,14,18
"2020-11-09","C Shell",1,55,35,7,13
"2020-11-09","Rusty Object Notation",3,52,52,0,0
"2020-11-09","Scons",2,51,38,1,12
"2020-11-09","Elixir",1,45,6,39,0
"2020-11-09","TSX",1,41,21,9,11
"2020-11-09","R",1,38,12,18,8
"2020-11-09","Pan",3,35,19,4,12
"2020-11-09","D",1,34,8,22,4
"2020-11-09","CoffeeScript",2,24,13,4,7
"2020-11-09","Nix",2,21,19,0,2
"2020-11-09","Vue",3,20,15,0,5
"2020-11-09","Prolog",1,17,15,0,2
"2020-11-09","Swift",1,9,7,0,2
"2020-11-09","Gherkin (Cucumber)",1,9,6,0,3
"2020-11-09","Stylus",1,7,5,0,2
"2020-11-16","Total",0,35373147,23309753,8484661,3578733
"2020-11-16","JavaScript",76834,8494080,5785959,1795035,913086
"2020-11-16","C++",12929,6278660,4770135,688672,819853
"2020-11-16","Plain Text",5419,3898070,0,3839506,58564
"2020-11-16","C Header",16917,3876831,2364948,1006371,505512
"2020-11-16","C",4188,3127895,2315696,485354,326845
"2020-11-16","Rust",8291,2792147,2406451,141502,244194
"2020-11-16","HTML",80615,2133744,1887671,103111,142962
"2020-11-16","Python",6652,1358397,1070725,92798,194874
"2020-11-16","JSON",1594,452683,451783,0,900
"2020-11-16","INI",13810,329775,247009,1901,80865
"2020-11-16","Java",1016,270804,176883,66341,27580
"2020-11-16","C++ Header",753,263020,210683,17559,34778
"2020-11-16","Assembly",316,244661,209746,15959,18956
"2020-11-16","YAML",1615,226811,211283,7028,8500
"2020-11-16","XML",1153,190884,185240,2331,3313
"2020-11-16","GNU Style Assembly",292,179560,150935,10119,18506
"2020-11-16","SVG",4668,164209,137507,18883,7819
"2020-11-16","ReStructuredText",1051,150922,109760,0,41162
"2020-11-16","CSS",1471,143190,113929,9014,20247
"2020-11-16","Markdown",1309,125299,0,90435,34864
"2020-11-16","Shell",661,88057,62314,14624,11119
"2020-11-16","Objective-C++",214,72957,52615,8739,11603
"2020-11-16","WebAssembly",77,67672,67613,25,34
"2020-11-16","TypeScript",137,65883,47066,16085,2732
"2020-11-16","GLSL",1534,56508,35032,10693,10783
"2020-11-16","Autoconf",382,50077,36401,6920,6756
"2020-11-16","Makefile",509,38340,20195,10834,7311
"2020-11-16","TOML",717,27024,19037,4959,3028
"2020-11-16","JSX",135,24472,21129,1031,2312
"2020-11-16","Kotlin",45,22660,17653,1214,3793
"2020-11-16","CMake",130,22164,16315,3472,2377
"2020-11-16","Module-Definition",60,19630,17952,1452,226
"2020-11-16","Visual Studio Project",57,18351,18168,183,0
"2020-11-16","Perl",60,16744,11909,2339,2496
"2020-11-16","FreeMarker",162,14790,12053,0,2737
"2020-11-16","TeX",1,11727,7205,3708,814
"2020-11-16","Sass",67,9568,7802,408,1358
"2020-11-16","Protocol Buffers",33,6372,2531,2849,992
"2020-11-16","C#",20,4545,3844,231,470
"2020-11-16","Automake",16,4065,3507,232,326
"2020-11-16","OpenType Feature File",1,3834,3110,1,723
"2020-11-16","Objective-C",49,3017,2166,369,482
"2020-11-16","Meson",13,2906,2213,342,351
"2020-11-16","Batch",40,2699,2141,190,368
"2020-11-16","Happy",2,2650,2267,0,383
"2020-11-16","Dockerfile",76,2476,1772,296,408
"2020-11-16","BASH",28,2180,1505,391,284
"2020-11-16","SWIG",4,1818,1418,105,295
"2020-11-16","Visual Studio Solution",19,1502,1490,0,12
"2020-11-16","PHP",2,864,513,241,110
"2020-11-16","LLVM",1,793,772,0,21
"2020-11-16","XSL",23,609,512,21,76
"2020-11-16","MSBuild",9,556,412,133,11
"2020-11-16","Elm",2,542,399,32,111
"2020-11-16","Go",2,501,326,112,63
"2020-11-16","PowerShell",6,483,436,17,30
"2020-11-16","HLSL",2,348,203,76,69
"2020-11-16","Emacs Lisp",2,338,258,38,42
"2020-11-16","Xcode Config",9,264,54,169,41
"2020-11-16","Handlebars",19,219,214,0,5
"2020-11-16","RPM Specfile",3,217,153,18,46
"2020-11-16","VB6",13,151,150,0,1
"2020-11-16","Pascal",1,126,98,13,15
"2020-11-16","Ruby",5,125,103,6,16
"2020-11-16","SQL",2,123,45,56,22
"2020-11-16","Fish",1,100,68,14,18
"2020-11-16","C Shell",1,55,35,7,13
"2020-11-16","Rusty Object Notation",3,52,52,0,0
"2020-11-16","Scons",2,51,38,1,12
"2020-11-16","Elixir",1,45,6,39,0
"2020-11-16","TSX",1,41,21,9,11
"2020-11-16","R",1,38,12,18,8
"2020-11-16","Pan",3,35,19,4,12
"2020-11-16","D",1,34,8,22,4
"2020-11-16","CoffeeScript",2,24,13,4,7
"2020-11-16","Nix",2,21,19,0,2
"2020-11-16","Vue",3,20,15,0,5
"2020-11-16","Prolog",1,17,15,0,2
"2020-11-16","Swift",1,9,7,0,2
"2020-11-16","Gherkin (Cucumber)",1,9,6,0,3
"2020-11-16","Stylus",1,7,5,0,2
"2020-11-23","Total",0,33991669,22326425,8260951,3404293
"2020-11-23","JavaScript",73398,7855031,5227325,1749545,878161
"2020-11-23","C++",11909,5890626,4451098,653586,785942
"2020-11-23","Plain Text",5308,3860613,0,3796105,64508
"2020-11-23","C Header",16066,3707948,2268829,957219,481900
"2020-11-23","C",4134,3015364,2236442,466478,312444
"2020-11-23","Rust",8255,2710085,2339706,135270,235109
"2020-11-23","HTML",76111,2051893,1814747,100010,137136
"2020-11-23","Python",6267,1286850,1012893,85801,188156
"2020-11-23","JSON",1903,1097166,1096295,0,871
"2020-11-23","INI",12720,268557,204234,2010,62313
"2020-11-23","Java",882,246936,158876,63071,24989
"2020-11-23","Assembly",307,194054,160680,15193,18181
"2020-11-23","XML",1150,192539,186759,2437,3343
"2020-11-23","C++ Header",762,170345,135560,18115,16670
"2020-11-23","SVG",4714,166168,139270,19098,7800
"2020-11-23","GNU Style Assembly",282,165197,137651,10399,17147
"2020-11-23","CSS",1474,145858,115665,9094,21099
"2020-11-23","ReStructuredText",906,126772,92235,0,34537
"2020-11-23","YAML",1476,124482,112225,5549,6708
"2020-11-23","Markdown",1234,111753,0,79887,31866
"2020-11-23","Shell",667,85587,60271,14365,10951
"2020-11-23","Objective-C++",221,74547,53834,8883,11830
"2020-11-23","TypeScript",127,64096,45945,15559,2592
"2020-11-23","GLSL",1545,56296,35058,10414,10824
"2020-11-23","Autoconf",426,54274,39993,7340,6941
"2020-11-23","Makefile",519,38545,20345,10816,7384
"2020-11-23","Visual Studio Project",95,34619,34436,183,0
"2020-11-23","TOML",800,26905,19044,4751,3110
"2020-11-23","JSX",134,24285,20990,988,2307
"2020-11-23","Kotlin",45,20287,15913,1048,3326
"2020-11-23","Perl",62,16982,12077,2363,2542
"2020-11-23","CMake",89,13743,9332,2560,1851
"2020-11-23","FreeMarker",132,12743,10463,0,2280
"2020-11-23","TeX",1,11727,7205,3708,814
"2020-11-23","Sass",64,7974,6475,223,1276
"2020-11-23","Module-Definition",60,6875,5271,1404,200
"2020-11-23","C#",29,6160,4723,737,700
"2020-11-23","Protocol Buffers",27,5722,2309,2597,816
"2020-11-23","Automake",18,4445,3806,268,371
"2020-11-23","OpenType Feature File",1,3834,3110,1,723
"2020-11-23","Objective-C",48,2997,2157,360,480
"2020-11-23","Batch",47,2892,2301,191,400
"2020-11-23","Ada",10,2840,1681,560,599
"2020-11-23","Dockerfile",82,2748,1940,350,458
"2020-11-23","Happy",2,2650,2267,0,383
"2020-11-23","Meson",13,2520,1781,403,336
"2020-11-23","HLSL",30,2275,1616,287,372
"2020-11-23","Visual Studio Solution",27,2267,2250,0,17
"2020-11-23","SWIG",4,1818,1418,105,295
"2020-11-23","Pascal",5,1569,1114,229,226
"2020-11-23","BASH",26,1384,908,280,196
"2020-11-23","PHP",2,864,513,241,110
"2020-11-23","LLVM",1,793,772,0,21
"2020-11-23","MSBuild",10,680,546,123,11
"2020-11-23","XSL",23,609,512,21,76
"2020-11-23","Elm",2,542,399,32,111
"2020-11-23","Go",2,501,326,112,63
"2020-11-23","Rusty Object Notation",10,458,458,0,0
"2020-11-23","PowerShell",5,433,392,17,24
"2020-11-23","Xcode Config",15,410,87,250,73
"2020-11-23","Handlebars",26,339,325,0,14
"2020-11-23","Emacs Lisp",2,338,258,38,42
"2020-11-23","WebAssembly",37,330,252,55,23
"2020-11-23","RPM Specfile",3,217,153,18,46
"2020-11-23","Haxe",2,167,137,5,25
"2020-11-23","VB6",13,151,150,0,1
"2020-11-23","Vim script",2,139,116,16,7
"2020-11-23","Ruby",5,125,103,6,16
"2020-11-23","SQL",2,123,45,56,22
"2020-11-23","Vue",13,100,75,0,25
"2020-11-23","Fish",1,100,68,14,18
"2020-11-23","Pan",5,86,55,7,24
"2020-11-23","C Shell",1,55,35,7,13
"2020-11-23","Scons",2,51,38,1,12
"2020-11-23","Elixir",1,45,6,39,0
"2020-11-23","TSX",1,41,21,9,11
"2020-11-23","R",1,38,12,18,8
"2020-11-23","D",1,34,8,22,4
"2020-11-23","CoffeeScript",2,24,13,4,7
"2020-11-23","Prolog",1,17,15,0,2
"2020-11-23","Swift",1,9,7,0,2
"2020-11-23","Stylus",1,7,5,0,2
"2020-11-23","Jupyter Notebooks",1,0,0,0,0
"2020-11-30","Total",0,34064941,22379789,8271044,3414108
"2020-11-30","JavaScript",73449,7873750,5245365,1749987,878398
"2020-11-30","C++",11911,5893322,4452913,653896,786513
"2020-11-30","Plain Text",5311,3867674,0,3803165,64509
